Datazone 2011,All households,Unshared dwelling: Total,Unshared dwelling: Whole house or bungalow,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In a commercial building",Unshared dwelling: Caravan or other mobile or temporary structure,Shared dwelling
S01006949,248,248,246,197,38,11,1,0,1,0,1,0
S01006950,199,199,177,99,76,2,22,14,8,0,0,0
S01006951,204,204,202,65,134,3,2,2,0,0,0,0
S01006952,364,364,339,302,31,6,4,3,1,0,21,0
S01006953,301,301,287,238,18,31,14,13,1,0,0,0
S01006954,317,317,311,164,136,11,6,6,0,0,0,0
S01006955,267,267,198,18,137,43,69,67,2,0,0,0
S01006956,394,394,391,197,149,45,2,2,0,0,1,0
S01006957,387,387,371,285,70,16,14,5,8,1,2,0
S01006958,435,435,417,273,138,6,18,12,4,2,0,0
S01006959,347,345,192,63,111,18,153,133,12,8,0,2
S01006960,318,318,307,265,37,5,11,11,0,0,0,0
S01006961,321,321,319,270,37,12,2,0,0,2,0,0
S01006962,409,409,355,102,250,3,54,54,0,0,0,0
S01006963,275,275,238,142,90,6,37,34,2,1,0,0
S01006964,348,348,177,76,78,23,171,167,2,2,0,0
S01006965,216,216,163,98,57,8,53,51,2,0,0,0
S01006966,253,253,247,25,170,52,6,6,0,0,0,0
S01006967,237,237,228,59,167,2,9,7,2,0,0,0
S01006968,224,224,214,33,174,7,10,9,1,0,0,0
S01006969,412,412,332,60,264,8,80,71,9,0,0,0
S01006970,258,258,237,216,20,1,21,21,0,0,0,0
S01006971,248,248,176,45,98,33,71,63,7,1,1,0
S01006972,192,192,191,139,40,12,0,0,0,0,1,0
S01006973,234,234,227,139,74,14,7,2,5,0,0,0
S01006974,393,393,370,249,82,39,23,18,4,1,0,0
S01006975,386,386,377,298,52,27,7,2,4,1,2,0
S01006976,172,172,169,138,26,5,1,0,1,0,2,0
S01006977,316,316,312,239,62,11,4,3,0,1,0,0
S01006978,371,371,365,264,81,20,6,1,2,3,0,0
S01006979,369,369,354,172,119,63,15,11,3,1,0,0
S01006980,326,326,321,247,73,1,2,1,1,0,3,0
S01006981,321,321,308,181,75,52,13,8,3,2,0,0
S01006982,359,359,335,159,150,26,24,24,0,0,0,0
S01006983,289,289,286,143,140,3,2,1,1,0,1,0
S01006984,275,275,272,182,73,17,2,0,1,1,1,0
S01006985,432,432,394,184,174,36,37,34,2,1,1,0
S01006986,243,243,229,160,56,13,14,9,5,0,0,0
S01006987,294,294,258,147,81,30,36,26,5,5,0,0
S01006988,218,218,214,144,65,5,2,1,1,0,2,0
S01006989,375,375,371,281,73,17,3,1,1,1,1,0
S01006990,313,313,310,267,37,6,3,0,2,1,0,0
S01006991,216,216,194,80,64,50,22,18,2,2,0,0
S01006992,241,241,240,197,41,2,0,0,0,0,1,0
S01006993,202,202,199,182,15,2,1,0,1,0,2,0
S01006994,226,226,226,202,21,3,0,0,0,0,0,0
S01006995,331,331,325,250,52,23,6,3,1,2,0,0
S01006996,306,306,290,155,116,19,16,14,0,2,0,0
S01006997,292,292,285,235,38,12,7,4,3,0,0,0
S01006998,450,450,443,338,65,40,6,2,3,1,1,0
S01006999,334,334,329,263,61,5,1,0,1,0,4,0
S01007000,414,414,377,219,132,26,36,34,2,0,1,0
S01007001,388,388,365,213,97,55,23,17,1,5,0,0
S01007002,230,230,209,151,48,10,20,20,0,0,1,0
S01007003,205,205,200,161,34,5,4,1,3,0,1,0
S01007004,304,304,298,236,52,10,6,3,3,0,0,0
S01007005,348,348,343,291,42,10,5,3,1,1,0,0
S01007006,394,394,367,217,102,48,26,21,5,0,1,0
S01007007,338,338,334,246,75,13,2,2,0,0,2,0
S01007008,450,450,381,103,193,85,69,51,16,2,0,0
S01007009,496,496,345,156,130,59,150,133,12,5,1,0
S01007010,392,392,291,176,67,48,101,89,4,8,0,0
S01007011,463,463,279,61,117,101,183,150,19,14,1,0
S01007012,322,322,314,14,114,186,8,7,1,0,0,0
S01007013,222,222,220,185,30,5,1,1,0,0,1,0
S01007014,381,381,377,277,95,5,4,2,1,1,0,0
S01007015,247,247,244,197,43,4,2,1,1,0,1,0
S01007016,213,213,213,185,24,4,0,0,0,0,0,0
S01007017,476,476,368,50,165,153,108,98,4,6,0,0
S01007018,421,421,391,216,116,59,30,27,1,2,0,0
S01007019,309,309,290,109,79,102,19,15,4,0,0,0
S01007020,411,411,255,120,74,61,156,119,15,22,0,0
S01007021,403,403,365,96,203,66,38,30,8,0,0,0
S01007022,209,209,206,101,96,9,3,2,1,0,0,0
S01007023,203,203,199,104,80,15,4,2,2,0,0,0
S01007024,416,416,407,298,90,19,4,3,0,1,5,0
S01007025,389,389,362,76,255,31,27,25,1,1,0,0
S01007026,412,412,358,228,105,25,54,42,8,4,0,0
S01007027,481,481,447,216,176,55,34,32,2,0,0,0
S01007028,315,315,306,219,80,7,8,7,1,0,1,0
S01007029,221,221,216,201,14,1,2,2,0,0,3,0
S01007030,338,338,329,149,76,104,9,6,2,1,0,0
S01007031,285,285,255,144,78,33,30,24,4,2,0,0
S01007032,507,507,333,83,147,103,173,129,22,22,1,0
S01007033,338,338,306,68,121,117,32,28,4,0,0,0
S01007034,266,266,203,75,82,46,63,50,13,0,0,0
S01007035,375,375,335,35,207,93,39,36,3,0,1,0
S01007036,401,401,331,203,69,59,70,53,13,4,0,0
S01007037,453,453,415,96,194,125,38,37,0,1,0,0
S01007038,328,328,249,93,103,53,79,67,10,2,0,0
S01007039,368,368,342,122,136,84,26,25,0,1,0,0
S01007040,301,301,269,82,118,69,32,29,2,1,0,0
S01007041,344,344,283,116,99,68,61,43,9,9,0,0
S01007042,318,318,303,173,99,31,15,13,2,0,0,0
S01007043,382,382,377,308,60,9,2,0,2,0,3,0
S01007044,306,306,285,119,106,60,21,16,3,2,0,0
S01007045,325,325,316,291,23,2,3,2,1,0,6,0
S01007046,259,259,256,148,95,13,3,3,0,0,0,0
S01007047,261,261,258,206,45,7,1,0,1,0,2,0
S01007048,359,359,353,285,51,17,4,4,0,0,2,0
S01007049,415,415,392,97,210,85,23,18,1,4,0,0
S01007050,295,295,276,131,105,40,19,16,1,2,0,0
S01007051,332,332,290,122,130,38,41,29,12,0,1,0
S01007052,233,233,230,145,65,20,3,2,1,0,0,0
S01007053,191,191,189,173,14,2,1,1,0,0,1,0
S01007054,434,434,402,104,185,113,32,17,11,4,0,0
S01007055,196,196,192,171,19,2,2,1,1,0,2,0
S01007056,221,221,217,190,24,3,4,3,1,0,0,0
S01007057,247,247,237,140,87,10,10,8,2,0,0,0
S01007058,288,288,256,90,124,42,32,32,0,0,0,0
S01007059,433,433,411,176,217,18,22,20,1,1,0,0
S01007060,231,231,230,31,182,17,1,1,0,0,0,0
S01007061,346,346,338,299,35,4,5,5,0,0,3,0
S01007062,272,272,267,227,39,1,5,1,1,3,0,0
S01007063,282,282,268,118,110,40,14,11,3,0,0,0
S01007064,253,253,246,173,55,18,6,1,4,1,1,0
S01007065,249,249,246,139,64,43,3,0,1,2,0,0
S01007066,252,252,247,199,42,6,5,1,4,0,0,0
S01007067,254,254,214,74,129,11,40,40,0,0,0,0
S01007068,329,329,306,133,97,76,23,14,8,1,0,0
S01007069,338,338,329,110,121,98,8,6,0,2,1,0
S01007070,247,247,220,57,108,55,27,24,1,2,0,0
S01007071,356,356,331,134,167,30,25,19,4,2,0,0
S01007072,246,246,243,83,108,52,3,3,0,0,0,0
S01007073,358,358,355,124,155,76,3,1,2,0,0,0
S01007074,292,292,230,16,66,148,62,62,0,0,0,0
S01007075,305,305,275,13,77,185,30,30,0,0,0,0
S01007076,289,289,283,26,67,190,6,6,0,0,0,0
S01007077,311,311,307,45,166,96,4,4,0,0,0,0
S01007078,398,398,291,79,125,87,107,103,4,0,0,0
S01007079,522,522,265,93,132,40,256,234,22,0,1,0
S01007080,386,386,234,46,164,24,152,143,9,0,0,0
S01007081,370,370,249,32,130,87,121,104,17,0,0,0
S01007082,233,233,152,38,88,26,81,68,13,0,0,0
S01007083,451,451,219,31,99,89,232,229,3,0,0,0
S01007084,273,273,175,55,101,19,98,77,20,1,0,0
S01007085,366,366,134,31,65,38,232,166,61,5,0,0
S01007086,573,573,138,24,50,64,434,370,37,27,1,0
S01007087,439,439,180,40,83,57,259,205,45,9,0,0
S01007088,247,247,49,6,33,10,198,174,23,1,0,0
S01007089,217,217,213,140,69,4,4,4,0,0,0,0
S01007090,243,243,214,42,140,32,29,28,1,0,0,0
S01007091,280,280,259,67,183,9,21,19,2,0,0,0
S01007092,307,307,257,26,135,96,49,40,9,0,1,0
S01007093,417,417,380,171,187,22,37,33,4,0,0,0
S01007094,354,354,344,151,168,25,10,8,2,0,0,0
S01007095,209,209,204,178,21,5,1,1,0,0,4,0
S01007096,316,316,292,224,55,13,20,17,3,0,4,0
S01007097,188,188,185,152,29,4,2,2,0,0,1,0
S01007098,288,288,288,236,45,7,0,0,0,0,0,0
S01007099,338,338,320,226,67,27,16,15,1,0,2,0
S01007100,298,298,290,188,70,32,7,4,2,1,1,0
S01007101,342,342,327,86,155,86,15,14,1,0,0,0
S01007102,260,260,257,227,30,0,2,2,0,0,1,0
S01007103,330,330,328,201,80,47,1,1,0,0,1,0
S01007104,197,197,194,160,28,6,3,2,0,1,0,0
S01007105,238,238,223,162,42,19,15,14,1,0,0,0
S01007106,319,319,317,172,93,52,2,2,0,0,0,0
S01007107,256,256,251,221,28,2,4,2,2,0,1,0
S01007108,226,226,223,196,20,7,2,0,1,1,1,0
S01007109,371,371,332,74,201,57,39,24,13,2,0,0
S01007110,324,324,281,112,104,65,42,37,4,1,1,0
S01007111,225,225,212,71,105,36,13,12,1,0,0,0
S01007112,214,214,205,164,31,10,9,8,1,0,0,0
S01007113,231,231,131,43,63,25,100,51,49,0,0,0
S01007114,378,378,369,93,135,141,9,9,0,0,0,0
S01007115,257,257,238,145,87,6,19,17,1,1,0,0
S01007116,315,315,309,253,50,6,6,6,0,0,0,0
S01007117,177,177,176,154,16,6,1,0,1,0,0,0
S01007118,282,282,274,18,71,185,8,5,3,0,0,0
S01007119,330,330,327,23,153,151,3,2,1,0,0,0
S01007120,483,483,408,72,139,197,75,68,7,0,0,0
S01007121,294,294,88,7,36,45,206,185,9,12,0,0
S01007122,287,287,142,55,71,16,145,128,17,0,0,0
S01007123,313,313,253,22,133,98,60,59,0,1,0,0
S01007124,380,380,372,41,214,117,8,5,3,0,0,0
S01007125,351,351,305,58,186,61,46,30,15,1,0,0
S01007126,399,399,232,23,91,118,167,159,8,0,0,0
S01007127,446,446,187,31,45,111,259,198,39,22,0,0
S01007128,411,411,296,27,129,140,115,103,11,1,0,0
S01007129,374,374,364,254,69,41,10,7,3,0,0,0
S01007130,280,280,230,95,76,59,50,43,6,1,0,0
S01007131,341,341,303,178,109,16,38,36,2,0,0,0
S01007132,297,297,276,140,115,21,21,18,2,1,0,0
S01007133,262,262,250,155,67,28,11,8,3,0,1,0
S01007134,317,317,287,192,88,7,25,24,1,0,5,0
S01007135,221,219,198,159,31,8,18,4,14,0,3,2
S01007136,185,185,182,168,13,1,3,0,2,1,0,0
S01007137,248,248,233,213,6,14,15,6,9,0,0,0
S01007138,243,243,215,142,49,24,27,22,5,0,1,0
S01007139,324,324,320,182,87,51,3,3,0,0,1,0
S01007140,405,405,401,278,101,22,3,1,0,2,1,0
S01007141,249,249,247,155,81,11,2,1,1,0,0,0
S01007142,153,153,151,143,6,2,2,2,0,0,0,0
S01007143,203,203,201,159,39,3,2,2,0,0,0,0
S01007144,240,240,235,140,75,20,3,1,0,2,2,0
S01007145,408,408,381,185,127,69,27,25,2,0,0,0
S01007146,334,334,297,72,177,48,37,33,4,0,0,0
S01007147,305,305,282,203,47,32,23,22,1,0,0,0
S01007148,204,204,201,135,45,21,3,2,0,1,0,0
S01007149,237,237,234,147,85,2,3,2,1,0,0,0
S01007150,350,350,257,141,109,7,93,90,3,0,0,0
S01007151,331,331,322,230,84,8,9,6,3,0,0,0
S01007152,237,237,196,91,88,17,41,37,4,0,0,0
S01007153,286,286,278,86,91,101,8,8,0,0,0,0
S01007154,453,453,149,57,80,12,303,285,12,6,1,0
S01007155,305,305,248,49,148,51,57,53,1,3,0,0
S01007156,308,308,303,137,78,88,5,3,2,0,0,0
S01007157,279,279,256,25,110,121,23,22,1,0,0,0
S01007158,386,386,365,140,150,75,21,18,1,2,0,0
S01007159,407,407,257,30,147,80,150,145,3,2,0,0
S01007160,377,377,349,56,164,129,28,22,1,5,0,0
S01007161,317,317,276,68,111,97,41,36,2,3,0,0
S01007162,271,271,98,22,47,29,173,156,11,6,0,0
S01007163,392,392,366,100,208,58,26,23,3,0,0,0
S01007164,257,257,219,78,84,57,38,22,11,5,0,0
S01007165,330,330,263,115,111,37,67,37,16,14,0,0
S01007166,328,328,292,79,156,57,36,26,10,0,0,0
S01007167,331,331,326,201,114,11,5,3,2,0,0,0
S01007168,415,415,413,226,183,4,2,2,0,0,0,0
S01007169,326,326,284,184,85,15,42,41,1,0,0,0
S01007170,268,268,253,194,57,2,11,5,6,0,4,0
S01007171,364,364,282,201,67,14,15,6,8,1,67,0
S01007172,333,333,311,246,41,24,8,4,3,1,14,0
S01007173,327,327,311,169,87,55,16,15,1,0,0,0
S01007174,286,286,276,133,66,77,9,7,2,0,1,0
S01007175,294,294,285,63,171,51,9,6,3,0,0,0
S01007176,290,290,231,62,112,57,59,58,1,0,0,0
S01007177,303,303,171,18,35,118,132,130,2,0,0,0
S01007178,505,505,266,34,63,169,239,234,5,0,0,0
S01007179,384,384,375,254,115,6,9,9,0,0,0,0
S01007180,347,347,305,222,75,8,42,39,3,0,0,0
S01007181,317,317,271,133,92,46,45,19,22,4,1,0
S01007182,526,526,276,83,121,72,249,223,24,2,1,0
S01007183,560,560,342,67,82,193,218,201,17,0,0,0
S01007184,594,594,231,40,51,140,363,315,33,15,0,0
S01007185,422,422,114,22,27,65,308,277,16,15,0,0
S01007186,327,327,92,8,29,55,235,201,18,16,0,0
S01007187,498,493,115,19,36,60,378,321,22,35,0,5
S01007188,328,328,111,8,16,87,217,197,13,7,0,0
S01007189,461,461,195,53,66,76,266,242,21,3,0,0
S01007190,378,378,359,106,200,53,19,17,1,1,0,0
S01007191,274,274,206,19,76,111,68,61,6,1,0,0
S01007192,286,286,171,27,55,89,115,114,0,1,0,0
S01007193,289,289,274,9,108,157,15,15,0,0,0,0
S01007194,276,276,140,5,70,65,136,134,2,0,0,0
S01007195,237,237,201,28,96,77,36,36,0,0,0,0
S01007196,278,278,183,20,97,66,95,93,1,1,0,0
S01007197,286,286,100,15,66,19,186,180,5,1,0,0
S01007198,229,229,95,17,64,14,134,127,6,1,0,0
S01007199,306,306,128,18,46,64,178,177,1,0,0,0
S01007200,405,405,314,15,41,258,91,91,0,0,0,0
S01007201,350,350,266,62,123,81,84,83,1,0,0,0
S01007202,350,350,260,40,52,168,90,85,5,0,0,0
S01007203,250,250,242,16,77,149,8,8,0,0,0,0
S01007204,426,426,409,198,116,95,17,15,2,0,0,0
S01007205,263,263,259,176,63,20,3,1,2,0,1,0
S01007206,212,212,128,23,43,62,84,73,11,0,0,0
S01007207,420,420,331,84,188,59,86,82,4,0,3,0
S01007208,550,550,117,23,36,58,433,365,56,12,0,0
S01007209,389,387,109,19,34,56,278,184,52,42,0,2
S01007210,387,387,127,24,35,68,260,228,30,2,0,0
S01007211,498,498,214,26,61,127,284,255,29,0,0,0
S01007212,259,259,152,54,45,53,107,98,9,0,0,0
S01007213,423,423,246,72,105,69,177,140,37,0,0,0
S01007214,424,424,99,16,33,50,325,280,23,22,0,0
S01007215,397,397,176,61,54,61,220,169,29,22,1,0
S01007216,315,315,240,130,77,33,75,59,13,3,0,0
S01007217,460,460,351,38,88,225,108,105,2,1,1,0
S01007218,353,353,343,228,40,75,7,6,1,0,3,0
S01007219,386,386,299,58,33,208,86,85,1,0,1,0
S01007220,330,330,234,16,53,165,96,93,3,0,0,0
S01007221,273,273,246,166,65,15,4,4,0,0,23,0
S01007222,320,320,310,114,108,88,10,8,1,1,0,0
S01007223,200,200,195,162,26,7,5,4,1,0,0,0
S01007224,279,279,251,110,70,71,27,23,2,2,1,0
S01007225,369,369,357,212,86,59,10,3,7,0,2,0
S01007226,322,322,308,222,59,27,10,9,1,0,4,0
S01007227,425,425,389,137,150,102,36,28,7,1,0,0
S01007228,260,260,254,170,76,8,6,5,1,0,0,0
S01007229,455,455,439,314,104,21,16,7,8,1,0,0
S01007230,358,358,164,21,92,51,191,186,4,1,3,0
S01007231,372,372,144,14,68,62,226,215,11,0,2,0
S01007232,381,381,156,28,54,74,223,204,13,6,2,0
S01007233,347,347,227,75,60,92,120,108,11,1,0,0
S01007234,263,263,216,36,139,41,46,30,12,4,1,0
S01007235,407,407,148,55,43,50,259,189,44,26,0,0
S01007236,305,303,207,40,101,66,96,68,19,9,0,2
S01007237,325,325,280,119,153,8,45,41,3,1,0,0
S01007238,417,417,345,88,107,150,72,71,0,1,0,0
S01007239,367,367,331,246,69,16,36,23,12,1,0,0
S01007240,233,233,225,167,49,9,8,4,4,0,0,0
S01007241,242,242,237,180,42,15,5,2,3,0,0,0
S01007242,447,447,417,261,92,64,30,29,1,0,0,0
S01007243,255,255,247,171,59,17,8,5,1,2,0,0
S01007244,303,303,296,224,49,23,7,6,0,1,0,0
S01007245,310,310,284,157,74,53,26,24,1,1,0,0
S01007246,237,237,235,117,72,46,2,1,1,0,0,0
S01007247,279,279,266,116,96,54,13,7,3,3,0,0
S01007248,310,310,302,233,59,10,8,6,2,0,0,0
S01007249,174,174,141,85,37,19,33,25,2,6,0,0
S01007250,432,432,237,68,96,73,195,174,10,11,0,0
S01007251,250,250,172,48,69,55,78,68,9,1,0,0
S01007252,315,315,259,79,127,53,56,51,5,0,0,0
S01007253,358,358,321,176,106,39,37,32,4,1,0,0
S01007254,401,401,211,43,101,67,190,182,7,1,0,0
S01007255,374,374,172,24,43,105,202,199,3,0,0,0
S01007256,407,407,180,35,67,78,227,177,12,38,0,0
S01007257,296,296,105,27,39,39,191,159,12,20,0,0
S01007258,410,410,236,101,70,65,174,148,19,7,0,0
S01007259,414,414,272,38,99,135,142,118,15,9,0,0
S01007260,418,418,318,18,96,204,100,100,0,0,0,0
S01007261,356,356,324,179,96,49,32,28,3,1,0,0
S01007262,301,301,252,10,119,123,49,49,0,0,0,0
S01007263,366,366,323,51,106,166,43,41,2,0,0,0
S01007264,339,339,283,79,114,90,56,55,1,0,0,0
S01007265,472,472,268,61,77,130,204,192,10,2,0,0
S01007266,305,305,255,83,82,90,50,35,12,3,0,0
S01007267,222,222,219,168,40,11,3,2,0,1,0,0
S01007268,249,249,242,173,55,14,6,5,0,1,1,0
S01007269,224,224,219,144,62,13,5,5,0,0,0,0
S01007270,205,205,203,123,60,20,2,2,0,0,0,0
S01007271,448,448,373,122,127,124,74,68,4,2,1,0
S01007272,417,417,180,21,85,74,237,236,1,0,0,0
S01007273,296,296,217,92,102,23,79,73,6,0,0,0
S01007274,456,456,251,74,79,98,205,151,20,34,0,0
S01007275,243,243,200,98,56,46,43,39,4,0,0,0
S01007276,369,369,299,156,74,69,70,67,3,0,0,0
S01007277,327,327,323,222,91,10,4,3,0,1,0,0
S01007278,227,227,224,169,53,2,3,3,0,0,0,0
S01007279,240,240,233,211,20,2,6,5,1,0,1,0
S01007280,237,237,233,171,55,7,4,4,0,0,0,0
S01007281,361,361,342,219,110,13,16,10,6,0,3,0
S01007282,228,228,220,175,37,8,8,5,2,1,0,0
S01007283,482,482,435,223,120,92,46,39,7,0,1,0
S01007284,403,403,391,292,87,12,12,8,3,1,0,0
S01007285,358,358,339,234,86,19,10,3,4,3,9,0
S01007286,460,460,323,171,100,52,137,111,17,9,0,0
S01007287,281,281,246,172,67,7,29,16,3,10,6,0
S01007288,252,252,238,194,24,20,8,5,2,1,6,0
S01007289,323,323,281,185,74,22,38,34,4,0,4,0
S01007290,276,276,196,54,135,7,80,79,0,1,0,0
S01007291,329,329,184,58,93,33,144,137,7,0,1,0
S01007292,320,320,282,98,175,9,36,34,1,1,2,0
S01007293,310,310,120,12,28,80,190,188,1,1,0,0
S01007294,378,378,136,79,48,9,242,242,0,0,0,0
S01007295,307,307,56,18,31,7,251,246,5,0,0,0
S01007296,354,352,42,25,11,6,310,294,6,10,0,2
S01007297,444,444,192,110,62,20,252,170,38,44,0,0
S01007298,244,244,162,62,46,54,82,80,1,1,0,0
S01007299,387,382,176,60,74,42,206,180,18,8,0,5
S01007300,241,241,120,14,42,64,121,117,3,1,0,0
S01007301,311,311,294,234,48,12,17,8,6,3,0,0
S01007302,280,280,262,16,159,87,18,16,1,1,0,0
S01007303,366,364,326,254,61,11,34,25,8,1,4,2
S01007304,310,310,297,200,70,27,12,9,3,0,1,0
S01007305,305,305,295,199,63,33,8,7,1,0,2,0
S01007306,342,342,319,156,137,26,23,12,7,4,0,0
S01007307,337,337,313,265,42,6,21,5,14,2,3,0
S01007308,339,339,326,187,115,24,12,8,1,3,1,0
S01007309,277,277,265,184,61,20,11,8,3,0,1,0
S01007310,380,380,366,189,89,88,14,11,3,0,0,0
S01007311,343,343,268,100,112,56,75,62,6,7,0,0
S01007312,355,355,329,189,95,45,26,19,4,3,0,0
S01007313,436,436,397,281,76,40,24,10,12,2,15,0
S01007314,292,292,285,112,125,48,4,4,0,0,3,0
S01007315,434,434,382,144,158,80,52,39,7,6,0,0
S01007316,449,449,272,91,93,88,176,153,10,13,1,0
S01007317,266,266,232,74,73,85,25,22,3,0,9,0
S01007318,274,274,226,47,127,52,48,31,17,0,0,0
S01007319,369,369,219,107,63,49,150,131,10,9,0,0
S01007320,353,353,348,259,77,12,3,2,1,0,2,0
S01007321,271,271,257,185,58,14,10,2,8,0,4,0
S01007322,376,376,207,93,84,30,169,141,20,8,0,0
S01007323,227,227,136,54,43,39,90,72,12,6,1,0
S01007324,167,167,160,101,56,3,5,3,1,1,2,0
S01007325,393,393,381,171,121,89,10,6,4,0,2,0
S01007326,346,346,328,184,108,36,16,15,1,0,2,0
S01007327,350,350,304,68,138,98,45,38,4,3,1,0
S01007328,390,390,336,54,111,171,53,41,9,3,1,0
S01007329,314,314,307,185,98,24,7,6,1,0,0,0
S01007330,375,375,363,233,90,40,11,7,0,4,1,0
S01007331,419,419,408,154,141,113,9,6,2,1,2,0
S01007332,219,219,209,149,49,11,9,4,4,1,1,0
S01007333,367,367,234,161,30,43,133,105,27,1,0,0
S01007334,391,391,150,18,53,79,241,225,12,4,0,0
S01007335,412,412,261,16,146,99,151,148,3,0,0,0
S01007336,302,302,41,16,9,16,261,241,4,16,0,0
S01007337,380,380,159,33,48,78,221,208,11,2,0,0
S01007338,302,302,293,29,184,80,9,6,3,0,0,0
S01007339,302,302,195,125,56,14,107,90,15,2,0,0
S01007340,273,273,95,30,28,37,178,155,22,1,0,0
S01007341,394,394,150,81,54,15,244,195,49,0,0,0
S01007342,359,358,227,125,86,16,131,65,66,0,0,1
S01007343,302,302,256,177,69,10,46,35,11,0,0,0
S01007344,242,242,60,20,20,20,182,139,41,2,0,0
S01007345,315,315,86,12,52,22,229,210,19,0,0,0
S01007346,351,351,64,10,22,32,287,263,5,19,0,0
S01007347,351,351,189,14,74,101,162,146,15,1,0,0
S01007348,280,280,170,20,100,50,110,108,2,0,0,0
S01007349,189,189,105,29,52,24,84,66,18,0,0,0
S01007350,331,331,57,18,23,16,274,241,27,6,0,0
S01007351,355,353,265,166,74,25,87,44,35,8,1,2
S01007352,230,230,210,164,41,5,16,8,2,6,4,0
S01007353,282,282,255,165,59,31,26,4,22,0,1,0
S01007354,403,403,222,144,62,16,181,86,87,8,0,0
S01007355,464,464,420,298,88,34,40,22,17,1,4,0
S01007356,350,350,301,181,86,34,47,15,28,4,2,0
S01007357,388,388,364,211,123,30,24,11,12,1,0,0
S01007358,368,368,322,141,107,74,43,27,10,6,3,0
S01007359,371,371,300,83,129,88,71,46,25,0,0,0
S01007360,236,236,182,138,39,5,52,34,17,1,2,0
S01007361,507,507,292,182,86,24,209,147,61,1,6,0
S01007362,316,316,151,97,42,12,165,130,34,1,0,0
S01007363,348,348,257,150,74,33,91,66,25,0,0,0
S01007364,409,407,275,26,145,104,131,117,12,2,1,2
S01007365,215,215,153,85,47,21,62,54,8,0,0,0
S01007366,276,276,146,52,48,46,130,99,28,3,0,0
S01007367,295,295,138,67,41,30,156,99,52,5,1,0
S01007368,233,233,206,47,58,101,27,18,9,0,0,0
S01007369,378,378,209,100,78,31,169,112,54,3,0,0
S01007370,389,389,151,76,56,19,238,155,56,27,0,0
S01007371,320,320,182,127,38,17,138,96,41,1,0,0
S01007372,374,372,275,163,92,20,97,48,47,2,0,2
S01007373,283,283,215,189,15,11,29,19,10,0,39,0
S01007374,217,217,161,79,50,32,56,23,33,0,0,0
S01007375,216,216,164,123,32,9,40,22,17,1,12,0
S01007376,371,371,303,38,48,217,68,61,6,1,0,0
S01007377,279,279,247,193,27,27,32,15,17,0,0,0
S01007378,231,231,197,158,21,18,34,21,13,0,0,0
S01007379,234,234,209,13,78,118,25,21,4,0,0,0
S01007380,229,229,208,49,44,115,21,11,5,5,0,0
S01007381,191,191,164,154,8,2,27,9,18,0,0,0
S01007382,281,281,208,130,62,16,73,27,46,0,0,0
S01007383,349,349,231,121,49,61,118,98,20,0,0,0
S01007384,332,332,242,100,82,60,90,80,10,0,0,0
S01007385,404,404,279,152,49,78,125,119,6,0,0,0
S01007386,337,337,276,243,22,11,60,40,20,0,1,0
S01007387,289,289,267,241,16,10,22,1,21,0,0,0
S01007388,256,256,252,206,39,7,4,4,0,0,0,0
S01007389,198,198,191,20,14,157,7,6,1,0,0,0
S01007390,193,193,187,20,26,141,6,4,2,0,0,0
S01007391,223,223,217,178,33,6,6,2,4,0,0,0
S01007392,200,200,138,97,39,2,62,37,25,0,0,0
S01007393,308,308,190,106,33,51,118,78,40,0,0,0
S01007394,335,335,146,82,44,20,189,131,53,5,0,0
S01007395,516,516,42,20,10,12,474,401,29,44,0,0
S01007396,477,475,52,22,19,11,423,386,33,4,0,2
S01007397,443,443,203,150,35,18,240,183,54,3,0,0
S01007398,279,279,149,9,81,59,130,122,3,5,0,0
S01007399,324,324,78,20,20,38,246,239,7,0,0,0
S01007400,344,344,165,65,80,20,179,144,35,0,0,0
S01007401,290,290,202,43,125,34,88,71,16,1,0,0
S01007402,260,260,257,63,151,43,3,2,1,0,0,0
S01007403,261,261,253,86,151,16,8,6,2,0,0,0
S01007404,193,193,180,114,44,22,10,2,7,1,3,0
S01007405,277,277,204,150,32,22,73,51,22,0,0,0
S01007406,252,252,235,162,65,8,16,6,9,1,1,0
S01007407,315,315,252,169,53,30,63,58,3,2,0,0
S01007408,256,256,148,33,71,44,108,106,2,0,0,0
S01007409,308,308,197,52,137,8,111,111,0,0,0,0
S01007410,291,291,269,19,97,153,22,22,0,0,0,0
S01007411,437,437,263,37,111,115,174,170,2,2,0,0
S01007412,212,212,189,28,90,71,23,22,1,0,0,0
S01007413,360,360,264,123,131,10,96,87,7,2,0,0
S01007414,244,244,242,201,34,7,2,2,0,0,0,0
S01007415,374,374,313,8,158,147,61,61,0,0,0,0
S01007416,223,223,218,18,75,125,5,5,0,0,0,0
S01007417,406,406,372,301,43,28,34,33,1,0,0,0
S01007418,292,292,257,16,132,109,35,35,0,0,0,0
S01007419,332,332,176,18,79,79,156,156,0,0,0,0
S01007420,296,296,284,170,77,37,9,8,1,0,3,0
