table_2025-11-20_14-28-03
SuperWEB2(tm),,,,,,,,,,,
,,,,,,,,,,,
housedhold2022ReadOnly,,,,,,,,,,,
Scotland's Census 2022 - National Records of Scotland Table UV402 - Accommodation type - Households All occupied households,,,,,,,,,,,
Intermediate Zone - Data Zone 2011 by Type of accomodation,,,,,,,,,,,
Counting: Households,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
Default Summation,Households,,,,,,,,,,
Percentage: Row,,,,,,,,,,,
,,,,,,,,,,,
Type of accomodation,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure,
Intermediate Zone - Data Zone 2011,,,,,,,,,,,
S01008056,100,71.8309859,46.1971831,22.8169014,2.8169014,28.4507042,23.0985915,5.0704225,0,0,
S01008057,100,76.2755102,55.6122449,11.9897959,9.6938776,22.7040816,22.4489796,0,1.2755102,0,
S01008058,100,85.9934853,81.1074919,2.9315961,1.3029316,13.6807818,13.6807818,0,0,0,
S01008059,100,98.4435798,44.3579767,45.9143969,8.1712062,1.5564202,1.5564202,0,0,0,
S01008060,100,97.8181818,58.9090909,29.8181818,7.6363636,2.1818182,1.8181818,0.3636364,0,0,
S01008061,100,78.1038375,41.7607223,23.0248307,13.7697517,21.8961625,21.2189616,0.2257336,0,0,
S01008062,100,97.5476839,5.9945504,52.5885559,40.3269755,1.9073569,1.9073569,0,0,0,
S01008063,100,88.5638298,39.3617021,42.8191489,6.3829787,11.4361702,10.3723404,0.2659574,0.7978723,0,
S01008064,100,60.6779661,14.9152542,28.1355932,17.6271186,39.3220339,37.9661017,1.0169492,0,0,
S01008065,100,99.7167139,58.0736544,38.2436261,3.3994334,1.4164306,1.4164306,0,0,0,
S01008066,100,96.6257669,51.2269939,43.8650307,1.5337423,3.3742331,1.5337423,1.8404908,0,0,
S01008067,100,79.7342193,42.8571429,22.923588,15.282392,19.6013289,15.9468439,3.654485,0,0,
S01008068,100,96.1722488,38.7559809,44.4976077,12.9186603,3.8277512,3.8277512,0,0,0,
S01008069,100,96.7914439,5.8823529,54.5454545,36.631016,3.2085561,2.4064171,0,0.2673797,0,
S01008070,100,92.9503916,3.3942559,47.7806789,41.7754569,7.8328982,6.7885117,0,0.2610966,0,
S01008071,100,94.4827586,6.2068966,61.3793103,26.8965517,4.4827586,4.4827586,0,0,0,
S01008072,100,33.5164835,18.4065934,4.9450549,10.1648352,66.4835165,63.4615385,2.1978022,0.8241758,0,
S01008073,100,83.3333333,78.7356322,2.8735632,1.7241379,16.6666667,13.7931034,2.8735632,0,0,
S01008074,100,98.6666667,62.6666667,28.5333333,7.2,1.3333333,1.0666667,0.2666667,0,0,
S01008075,100,100,88.5245902,6.9672131,3.6885246,0.8196721,0.8196721,0,0,0,
S01008076,100,53.442623,41.9672131,5.2459016,5.9016393,46.557377,44.5901639,0.9836066,0,0,
S01008077,100,75.0708215,47.592068,22.0963173,5.6657224,24.9291785,22.6628895,1.6997167,0.5665722,0,
S01008078,100,79.1666667,46.9444444,31.6666667,1.1111111,20.2777778,20.2777778,0.2777778,0,0,
S01008079,100,98.2300885,75.8112094,22.4188791,0.2949853,2.0648968,2.0648968,0,0,0,
S01008080,100,92.3913043,57.9710145,29.7101449,6.1594203,6.5217391,5.7971014,0.7246377,0,0,
S01008081,100,89.0756303,81.512605,6.302521,1.2605042,10.9243697,10.9243697,0,0,0,
S01008082,100,94.2424242,40.6060606,49.6969697,3.9393939,5.7575758,4.5454545,0.9090909,0.6060606,0,
S01008083,100,98.9619377,57.0934256,41.1764706,1.384083,1.0380623,1.0380623,0,0,0,
S01008084,100,90.4145078,53.8860104,18.3937824,17.6165803,9.3264249,9.0673575,0.2590674,0,0,
S01008085,100,96.4809384,78.2991202,15.542522,1.1730205,3.5190616,2.9325513,0.8797654,0,0,
S01008086,100,83.3712984,47.8359909,28.7015945,6.833713,16.4009112,15.9453303,0,0,0.2277904,
S01008087,100,99.3920973,21.2765957,73.2522796,3.6474164,0.9118541,1.2158055,0.3039514,0,0,
S01008088,100,81.7042607,34.3358396,39.8496241,7.7694236,17.2932331,17.0426065,1.0025063,0,0,
S01008089,100,96.2585034,30.952381,61.9047619,3.4013605,3.7414966,3.4013605,0.3401361,0,0,
S01008090,100,83.1683168,14.8514851,65.3465347,2.970297,15.8415842,15.8415842,0,0,0,
S01008091,100,100,39.5833333,52.0833333,6.9444444,0.6944444,0.6944444,0,0,0,
S01008092,100,98.0978261,41.8478261,54.3478261,1.3586957,1.9021739,1.3586957,0.5434783,0,0,
S01008093,100,99.3355482,16.9435216,80.3986711,1.3289037,0.9966777,0.9966777,0,0,0,
S01008094,100,99.3975904,55.7228916,34.6385542,6.626506,0.6024096,0.6024096,0,0,0,
S01008095,100,80.4878049,8.2317073,56.402439,16.7682927,21.0365854,21.3414634,0.6097561,0,0,
S01008096,100,88.358209,32.8358209,45.6716418,10.7462687,12.238806,11.0447761,0.5970149,0.2985075,0,
S01008097,100,74.1258741,27.2727273,34.965035,11.8881119,24.4755245,24.4755245,0,0,0,
S01008098,100,98.3443709,10.9271523,85.7615894,1.986755,1.6556291,1.3245033,0,0.6622517,0,
S01008099,100,99.5024876,8.9552239,45.2736318,45.2736318,0.4975124,0.4975124,0,0,0,
S01008100,100,73.2673267,46.5346535,22.2772277,2.7227723,26.7326733,24.7524752,1.2376238,0.7425743,0,
S01008101,100,63.8888889,23.989899,20.959596,18.9393939,36.6161616,36.6161616,0,0,0.2525253,
S01008102,100,85.9205776,11.1913357,51.9855596,22.7436823,14.0794224,14.0794224,0,0,0,
S01008103,100,33.037694,9.9778271,11.308204,11.751663,66.962306,65.4101996,1.5521064,0,0,
S01008104,100,63.7440758,7.1090047,22.7488152,33.8862559,36.2559242,35.5450237,0.7109005,0,0,
S01008105,100,70.2040816,5.7142857,23.6734694,40.2040816,29.7959184,28.9795918,0.6122449,0.2040816,0,
S01008106,100,69.3236715,7.0048309,47.826087,14.4927536,27.0531401,26.8115942,0,0,3.6231884,
S01008107,100,83.436853,70.1863354,8.6956522,3.7267081,17.184265,16.7701863,0.2070393,0.2070393,0,
S01008108,100,94.5392491,45.3924915,44.7098976,4.4368601,5.4607509,5.4607509,0,0,0,
S01008109,100,98.1981982,27.027027,65.7657658,5.4054054,1.8018018,1.8018018,0,0,0,
S01008110,100,97.5,14.0625,75,8.4375,2.5,1.5625,0,0.625,0,
S01008111,100,85.2272727,35.2272727,49.4318182,0.5681818,15.9090909,13.9204545,1.4204545,0,0,
S01008112,100,98.7804878,27.1341463,71.3414634,0.304878,1.2195122,1.2195122,0,0,0,
S01008113,100,82.396088,45.9657702,32.7628362,3.6674817,17.603912,17.3594132,0,0.2444988,0,
S01008114,100,98.4555985,31.2741313,66.023166,1.1583012,2.3166023,2.3166023,0,0,0,
S01008115,100,89.0339426,24.2819843,46.2140992,16.7101828,10.9660574,10.4438642,0.5221932,0,0,
S01008116,100,98.8505747,41.6666667,53.1609195,4.0229885,0.862069,0.2873563,0.5747126,0,0,
S01008117,100,92.8571429,51.1904762,30.952381,11.0119048,7.1428571,6.8452381,0.297619,0,0,
S01008118,100,95.1219512,23.8482385,37.6693767,33.604336,4.8780488,3.5230352,1.3550136,0,0,
S01008119,100,85.8267717,5.1181102,58.2677165,22.8346457,13.7795276,13.7795276,0,0,0,
S01008120,100,68.16609,29.4117647,30.7958478,8.3044983,31.83391,29.0657439,2.4221453,0.3460208,0,
S01008121,100,97.338403,61.5969582,35.3612167,0,2.661597,0.3802281,2.2813688,0,0,
S01008122,100,78.9473684,54.5112782,22.9323308,1.1278195,22.556391,7.1428571,15.4135338,0,0,
S01008123,100,84.2639594,57.106599,19.7969543,6.3451777,15.7360406,10.9137056,4.822335,0,0,
S01008124,100,98.5465116,40.9883721,56.1046512,2.0348837,2.0348837,2.0348837,0,0,0,
S01008125,100,81.1965812,33.3333333,37.8917379,9.97151,18.8034188,16.2393162,2.5641026,0,0,
S01008126,100,99.3355482,42.5249169,55.8139535,0.9966777,0,0,0,0,0,
S01008127,100,99.3103448,50.6896552,40.3448276,8.2758621,0,0,0,0,0,
S01008128,100,91.884058,38.8405797,48.115942,4.6376812,8.115942,8.115942,0,0,0,
S01008129,100,63.3004926,4.9261084,49.5073892,8.6206897,36.6995074,36.2068966,0.4926108,0,0,
S01008130,100,46.3519313,8.583691,26.6094421,11.1587983,54.2918455,52.1459227,1.0729614,0.2145923,0.2145923,
S01008131,100,33.2524272,2.4271845,23.3009709,7.5242718,65.5339806,64.8058252,0.2427184,1.4563107,0.4854369,
S01008132,100,88.5106383,39.1489362,47.0212766,2.7659574,11.4893617,10.4255319,1.2765957,0.212766,0,
S01008133,100,45.3703704,22.2222222,14.1975309,8.3333333,55.2469136,48.4567901,4.3209877,3.3950617,0,
S01008134,100,35.3115727,13.3531157,13.0563798,8.0118694,64.6884273,61.4243323,2.3738872,0.8902077,0,
S01008135,100,60.48,34.56,11.2,15.2,39.52,38.56,0.64,0.32,0,
S01008136,100,55.6900726,4.1162228,32.6876513,18.8861985,44.3099274,43.5835351,0.4842615,0.2421308,0,
S01008137,100,36.8544601,5.399061,16.1971831,15.4929577,62.9107981,62.9107981,0,0,0,
S01008138,100,66.3157895,3.9473684,38.9473684,23.9473684,33.1578947,32.6315789,0.5263158,0,0,
S01008139,100,77.2466539,4.9713193,39.1969407,33.4608031,22.7533461,22.5621415,0,0,0,
S01008140,100,57.0247934,16.5289256,19.4214876,21.0743802,42.9752066,41.322314,1.6528926,0,0,
S01008141,100,99.0384615,24.3589744,72.7564103,1.9230769,1.6025641,1.6025641,0,0,0,
S01008142,100,98.6348123,20.8191126,70.6484642,7.1672355,1.3651877,1.0238908,0,0,0,
S01008143,100,76.940133,17.9600887,29.4900222,29.4900222,23.2815965,22.172949,0.6651885,0,0,
S01008144,100,82.8200972,59.7244733,18.2333874,5.1053485,17.1799028,17.0988655,0.0810373,0,0,
S01008145,100,86.40553,12.6728111,42.6267281,31.1059908,13.59447,13.1336406,0.2304147,0.2304147,0,
S01008146,100,73.3870968,25.8064516,36.2903226,12.9032258,25.4032258,25.4032258,1.2096774,0,0,
S01008147,100,98.4939759,4.8192771,27.1084337,67.4698795,3.313253,3.313253,0,0,0,
S01008148,100,81.981982,15.3153153,44.1441441,22.5225225,18.018018,18.018018,0,0,0,
S01008149,100,83.6538462,10.5769231,18.2692308,54.8076923,16.3461538,16.3461538,0,0,0,
S01008150,100,73.381295,2.6378897,9.352518,61.3908873,26.618705,26.3788969,0.2398082,0,0,
S01008151,100,74.912892,5.5749129,11.8466899,57.4912892,25.7839721,25.7839721,0,0,0.3484321,
S01008152,100,83.8852097,9.0507726,19.4260486,55.4083885,16.7770419,15.8940397,0.4415011,0,0,
S01008153,100,86.2676056,60.2112676,24.6478873,0.7042254,15.1408451,14.7887324,0,0.3521127,0,
S01008154,100,90.070922,37.8250591,43.9716312,8.0378251,10.1654846,10.1654846,0,0,0,
S01008155,100,92.0577617,40.433213,38.9891697,12.6353791,7.9422383,7.9422383,0,0,0,
S01008156,100,79.1044776,36.119403,16.7164179,25.0746269,19.4029851,18.2089552,0.5970149,1.1940299,0,
S01008157,100,85.0129199,37.2093023,30.2325581,16.5374677,14.9870801,14.4702842,0.7751938,0,0,
S01008158,100,91.6083916,47.2027972,26.5734266,17.8321678,6.993007,6.2937063,0.3496503,0,0,
S01008159,100,59.1422122,13.3182844,23.7020316,22.1218962,40.8577878,39.2776524,0.2257336,0.6772009,0,
S01008160,100,77.9792746,12.9533679,33.9378238,30.8290155,22.0207254,20.7253886,0.7772021,0.7772021,0,
S01008161,100,92.3787529,45.7274827,27.2517321,19.1685912,8.0831409,8.0831409,0,0,0,
S01008162,100,81.9221968,26.0869565,24.4851259,31.3501144,17.8489703,16.4759725,1.1441648,0.228833,0.228833,
S01008163,100,78.125,11.9318182,29.2613636,37.7840909,21.0227273,21.0227273,0,0,0,
S01008164,100,55.1912568,16.1202186,20.4918033,18.579235,44.8087432,43.715847,0.5464481,0.5464481,0,
S01008165,100,93.1113662,36.6245695,28.1285878,28.358209,6.5442021,6.4293915,0.2296211,0.1148106,0,
S01008166,100,91.3419913,5.1948052,53.2467532,32.9004329,7.7922078,6.4935065,0.4329004,1.2987013,0,
S01008167,100,69.4078947,4.9342105,18.75,45.0657895,31.25,31.9078947,1.3157895,0,0,
S01008168,100,72.2063037,8.0229226,31.5186246,32.6647564,27.7936963,26.6475645,0.5730659,0.5730659,0,
S01008169,100,90.2116402,9.2592593,31.4814815,49.4708995,9.7883598,9.2592593,0.5291005,0,0,
S01008170,100,91.1392405,27.4261603,44.3037975,19.4092827,8.8607595,8.4388186,0,0.4219409,0,
S01008171,100,49.6240602,2.0050125,24.8120301,22.8070175,50.3759398,49.6240602,0.7518797,0,0,
S01008172,100,96.9111969,2.7027027,67.5675676,26.2548263,3.4749035,2.7027027,0,0,0,
S01008173,100,97.3282443,11.4503817,47.7099237,38.1679389,2.6717557,2.2900763,0.3816794,0,0,
S01008174,100,81.4159292,7.9646018,38.4955752,31.8584071,20.3539823,19.4690265,1.3274336,0,0,
S01008175,100,43.0894309,2.7100271,20.0542005,20.3252033,56.6395664,56.6395664,0.5420054,0,0.5420054,
S01008176,100,52.25,27,12,13.75,46.75,41,6,0.25,0,
S01008177,100,36.6576819,5.6603774,18.0592992,12.9380054,62.5336927,61.7250674,1.6172507,0,0,
S01008178,100,88.1294964,20.1438849,42.8057554,26.2589928,10.7913669,10.7913669,0,0,0,
S01008179,100,95.9302326,37.7906977,44.7674419,13.372093,4.0697674,2.9069767,0,1.1627907,0,
S01008180,100,96.4497041,65.0887574,30.1775148,2.3668639,4.1420118,4.1420118,0,0,0,
S01008181,100,89.010989,22.7106227,31.8681319,34.4322344,10.989011,10.2564103,1.4652015,0,0,
S01008182,100,16.3636364,1.2727273,4.9090909,9.8181818,83.6363636,80.9090909,1.8181818,0.9090909,0,
S01008183,100,45.3287197,2.0761246,5.1903114,38.0622837,54.6712803,52.2491349,2.4221453,0,0,
S01008184,100,19.7530864,3.0864198,7.4074074,9.4650206,79.8353909,73.6625514,4.1152263,2.0576132,0,
S01008185,100,14.3389199,1.4897579,7.6350093,5.2141527,85.6610801,83.6126629,1.8621974,0.5586592,0,
S01008186,100,25.9459459,7.2972973,6.7567568,13.5135135,74.0540541,68.9189189,3.7837838,1.8918919,0,
S01008187,100,34.7701149,4.3103448,18.3908046,13.2183908,65.2298851,62.3563218,2.5862069,0.2873563,0,
S01008188,100,20.3703704,3.909465,7.6131687,8.0246914,80.0411523,77.5720165,1.8518519,0.617284,0,
S01008189,100,66.1904762,10,32.8571429,22.8571429,33.8095238,32.8571429,0,0,0,
S01008190,100,81.2672176,5.785124,36.0881543,38.5674931,18.7327824,18.4573003,0.5509642,0,0,
S01008191,100,83.9779006,14.640884,34.5303867,34.8066298,16.0220994,15.1933702,0,0.2762431,0,
S01008192,100,41.9724771,4.587156,18.8073394,18.5779817,58.0275229,55.0458716,2.0642202,0.9174312,0,
S01008193,100,67.1511628,12.7906977,14.244186,39.8255814,32.5581395,27.9069767,3.4883721,0,0,
S01008194,100,69.0909091,15.6363636,31.2727273,22.5454545,30.9090909,28.7272727,1.8181818,0.3636364,0,
S01008195,100,47.6047904,2.994012,16.7664671,27.245509,52.3952096,52.0958084,0,0.2994012,0,
S01008196,100,63.0319149,4.5212766,31.1170213,27.393617,36.9680851,36.7021277,0,0.2659574,0,
S01008197,100,77.1324864,34.845735,15.4264973,27.2232305,22.1415608,22.1415608,0.5444646,0,0,
S01008198,100,89.7350993,8.9403974,34.1059603,46.6887417,11.2582781,9.9337748,0,0,0,
S01008199,100,95.0819672,5.5737705,36.7213115,52.7868852,4.9180328,5.9016393,0.3278689,0,0,
S01008200,100,84.8184818,4.290429,35.9735974,43.8943894,15.1815182,15.1815182,0,0,0,
S01008201,100,68.6440678,5.9322034,24.5762712,38.9830508,31.3559322,28.5310734,1.9774011,0.2824859,0,
S01008202,100,77.5590551,14.5669291,43.7007874,17.7165354,22.8346457,22.4409449,0.3937008,0,0,
S01008203,100,23.8853503,3.5031847,13.3757962,7.0063694,76.1146497,72.9299363,0.6369427,1.5923567,0,
S01008204,100,82.6923077,8.5470085,48.5042735,25.6410256,17.3076923,16.2393162,0.6410256,0.6410256,0,
S01008205,100,97.9522184,2.3890785,61.4334471,33.447099,2.7303754,2.7303754,0,0,0,
S01008206,100,82.4503311,3.9735099,55.2980132,23.1788079,17.5496689,16.5562914,0.6622517,0.3311258,0,
S01008207,100,97.983871,6.0483871,34.6774194,55.6451613,4.4354839,4.4354839,0,0,0,
S01008208,100,65.7458564,30.6629834,24.3093923,10.7734807,34.2541436,33.9779006,0.2762431,0,0,
S01008209,100,85.8823529,33.5294118,22.9411765,30.5882353,12.9411765,12.3529412,0.5882353,0,0,
S01008210,100,61.0687023,12.2137405,9.9236641,38.9312977,38.9312977,37.4045802,0.5089059,0.2544529,0,
S01008211,100,62.1315193,8.61678,19.5011338,33.106576,37.8684807,35.600907,1.814059,0.4535147,0,
S01008212,100,99.0566038,42.4528302,30.6603774,25.9433962,0.9433962,0.9433962,0,0,0,
S01008213,100,97.5806452,41.9354839,22.8494624,32.7956989,2.688172,2.688172,0,0,0,
S01008214,100,77.6504298,22.9226361,14.8997135,39.8280802,21.2034384,20.0573066,1.4326648,1.1461318,0,
S01008215,100,86.9158879,12.4610592,25.5451713,48.9096573,13.7071651,13.3956386,0.3115265,0,0,
S01008216,100,98.0099502,24.3781095,54.7263682,18.9054726,1.9900498,1.4925373,0.4975124,0,0,
S01008217,100,97.4025974,50.2164502,27.7056277,18.1818182,1.7316017,1.7316017,0,0,0.8658009,
S01008218,100,90.9284952,46.9583778,20.0640342,23.9060832,8.9647812,8.2177161,0.7470651,0,0.1067236,
S01008219,100,58.5542169,30.8433735,13.253012,14.4578313,41.4457831,36.8674699,2.4096386,2.1686747,0,
S01008220,100,84.7826087,12.6086957,40,31.3043478,14.7826087,13.0434783,0.8695652,0,0,
S01008221,100,45.3038674,12.9834254,22.0994475,9.3922652,54.6961326,50.8287293,1.9337017,1.9337017,0,
S01008222,100,74.6478873,7.0422535,55.2816901,12.3239437,25.3521127,25.3521127,0.3521127,0.3521127,0,
S01008223,100,77.7777778,5.1851852,40.3703704,32.2222222,23.7037037,21.4814815,0.3703704,0,0,
S01008224,100,95.7711443,25.1243781,31.3432836,40.2985075,3.9800995,3.9800995,0,0,0,
S01008225,100,90.877193,5.9649123,25.9649123,58.9473684,10.1754386,10.1754386,0,0,0,
S01008226,100,69.1326531,4.3367347,27.5510204,37.244898,30.8673469,30.8673469,0,0,0,
S01008227,100,73.5368957,4.0712468,22.9007634,46.5648855,25.4452926,24.9363868,0.2544529,0,0,
S01008228,100,78.0918728,57.95053,13.0742049,7.0671378,23.3215548,19.7879859,1.7667845,0.7067138,0,
S01008229,100,88.7788779,4.950495,23.4323432,60.3960396,10.2310231,9.9009901,0,0,0,
S01008230,100,93.9597315,29.8657718,32.2147651,30.2013423,6.7114094,6.0402685,0.3355705,0,0,
S01008231,100,92.5619835,73.1404959,11.9834711,7.0247934,8.2644628,8.2644628,0,0,0,
S01008232,100,72.9903537,44.3729904,19.6141479,7.073955,28.2958199,27.6527331,0,0.6430868,0,
S01008233,100,95.6834532,52.1582734,22.3021583,19.7841727,4.3165468,4.3165468,0,0,0,
S01008234,100,97.9487179,15.8974359,68.2051282,13.8461538,2.0512821,2.0512821,0,0,0,
S01008235,100,94.4444444,15.7407407,59.2592593,19.4444444,5.3240741,5.3240741,0,0,0,
S01008236,100,84.9350649,22.5974026,41.8181818,20,15.0649351,10.6493506,3.8961039,0.7792208,0,
S01008237,100,90.513834,26.4822134,35.3754941,28.6561265,9.486166,8.6956522,1.3833992,0,0,
S01008238,100,93.5135135,10.8108108,41.6216216,41.0810811,7.5675676,6.7567568,0.8108108,0,0,
S01008239,100,93.8818565,24.6835443,37.5527426,31.6455696,5.907173,4.2194093,1.6877637,0,0.2109705,
S01008240,100,99.3710692,65.0943396,29.245283,5.0314465,0.6289308,0.6289308,0,0,0,
S01008241,100,98.2394366,72.8873239,14.7887324,10.5633803,1.7605634,0.7042254,0,0.3521127,0,
S01008242,100,91.4076782,27.6051188,46.8007313,17.0018282,8.4095064,7.8610603,0.1828154,0.3656307,0.1828154,
S01008243,100,94.7807933,41.5448852,28.8100209,24.4258873,5.2192067,3.9665971,1.0438413,0.2087683,0,
S01008244,100,89.4339623,34.3396226,32.4528302,23.3962264,10.5660377,6.4150943,3.7735849,0.3773585,0,
S01008245,100,95.5813953,40.4651163,39.7674419,14.6511628,4.4186047,2.5581395,1.8604651,0.4651163,0,
S01008246,100,97.0982143,72.5446429,19.6428571,5.1339286,1.5625,0.8928571,1.3392857,0.2232143,0.2232143,
S01008247,100,96.6153846,47.6923077,36.9230769,12,4.3076923,3.0769231,0.3076923,0,0,
S01008248,100,94.6778711,44.2577031,31.9327731,16.5266106,6.162465,6.162465,0,0,0,
S01008249,100,95.3846154,39.7802198,36.4835165,19.1208791,4.3956044,3.5164835,0.6593407,0.2197802,0.2197802,
S01008250,100,88.1711409,55.5369128,20.0503356,13.1711409,9.0604027,8.6409396,0.6711409,0,2.5167785,
S01008251,100,98.4018265,57.9908676,27.3972603,13.2420091,1.5981735,1.1415525,0,0,0,
S01008252,100,86.4353312,57.0977918,28.7066246,2.5236593,13.5646688,13.5646688,0,0,0,
S01008253,100,87.3626374,6.043956,55.7692308,25.5494505,12.6373626,10.1648352,2.4725275,0,0,
S01008254,100,85,8.6363636,47.5,28.8636364,15.6818182,15,0.2272727,0,0,
S01008255,100,95.9558824,17.6470588,45.2205882,33.0882353,4.0441176,1.8382353,2.2058824,0,0,
S01008256,100,53.1914894,7.3286052,21.0401891,24.822695,46.572104,38.534279,6.855792,1.1820331,0.4728132,
S01008257,100,44.0944882,7.0866142,17.5853018,19.9475066,55.9055118,48.0314961,4.1994751,3.1496063,0,
S01008258,100,82.2222222,21.2345679,41.7283951,19.5061728,17.7777778,17.2839506,0.4938272,0,0,
S01008259,100,61.3483146,15.0561798,25.1685393,21.1235955,38.6516854,29.8876404,5.8426966,2.9213483,0,
S01008260,100,73.8235294,9.7058824,27.0588235,37.0588235,26.1764706,22.6470588,3.2352941,0.2941176,0,
S01008261,100,95.2112676,5.3521127,29.2957746,60,4.7887324,3.6619718,0.8450704,0.2816901,0,
S01008262,100,98.4,42,40.8,15.6,2.4,1.6,0.8,0,0.4,
S01008263,100,67.1280277,32.5259516,29.0657439,5.5363322,32.5259516,27.3356401,3.4602076,0.6920415,0.3460208,
S01008264,100,87.3873874,17.4174174,40.5405405,28.2282282,13.5135135,12.9129129,0.6006006,0.6006006,0,
S01008265,100,81.5668203,46.5437788,19.3548387,14.9769585,18.4331797,15.437788,2.9953917,0,0,
S01008266,100,89.7435897,52.5641026,27.8846154,9.2948718,10.2564103,6.4102564,2.8846154,0,0,
S01008267,100,96.5,45.75,39.25,11.5,3.5,2,0.5,0.25,0,
S01008268,100,59.3846154,42.4615385,13.8461538,3.0769231,41.2307692,11.6923077,29.2307692,0.3076923,0,
S01008269,100,72.3150358,55.6085919,8.353222,8.353222,27.6849642,22.1957041,4.5346062,0,0,
S01008270,100,56.4171123,33.6898396,15.2406417,7.486631,43.5828877,32.6203209,11.2299465,0.5347594,0,
S01008271,100,28.8713911,8.9238845,8.6614173,11.8110236,70.3412073,60.8923885,6.2992126,2.3622047,0,
S01008272,100,88.5581395,55.9069767,19.3488372,13.3023256,11.5348837,11.1627907,0.2790698,0,0,
S01008273,100,83.5227273,50.8522727,15.3409091,17.3295455,16.4772727,9.0909091,7.3863636,0,0,
S01008274,100,77.5700935,7.788162,32.3987539,37.0716511,21.1838006,20.2492212,0.3115265,0,0,
S01008275,100,56.4315353,19.9170124,24.4813278,13.6929461,43.5684647,31.120332,11.2033195,0,0,
S01008276,100,71.8614719,56.7099567,7.3593074,9.0909091,28.1385281,25.974026,0.8658009,0,0,
S01008277,100,96.345515,50.166113,24.9169435,21.2624585,2.3255814,1.6611296,1.3289037,0,0,
S01008278,100,98.0952381,62.1428571,15.7142857,19.2857143,1.9047619,0.4761905,1.4285714,0,0,
S01008279,100,86.7924528,30.8176101,33.6477987,22.6415094,13.2075472,11.0062893,2.2012579,0,0,
S01008280,100,84.7533632,35.2017937,26.4573991,21.9730942,16.8161435,8.2959641,7.3991031,1.1210762,0,
S01008281,100,96.941896,44.0366972,32.7217125,20.1834862,3.3639144,1.8348624,1.2232416,0,0,
S01008282,100,97.2027972,42.3076923,35.3146853,19.2307692,1.3986014,0.6993007,1.048951,0,1.048951,
S01008283,100,98.8764045,63.3707865,16.6292135,18.8764045,1.1235955,0.8988764,0.2247191,0,0,
S01008284,100,93.1902985,44.9626866,31.1567164,17.4440299,6.8097015,6.1567164,0.5597015,0.1865672,0,
S01008285,100,50.4424779,10.619469,32.4483776,7.3746313,49.2625369,48.0825959,1.4749263,0,0,
S01008286,100,87.6971609,16.0883281,40.3785489,31.5457413,11.9873817,11.9873817,0,0,0.3154574,
